114,96

114,96

114,96

114,96

114,96

114,96

114,96

114,96

114,96

114,96

114,96

114,96

114,95

115,95

115,95

115,95

115,95

115,95

115,95

115,95

115,95

115,95

115,95

115,95

115,95

115,95

115,95

115,95

115,95

115,95

115,95

115,95

115,95

115,95

115,95

115,95

115,95

115,95

115,95

115,95

116,95

116,95

116,95

116,95

116,95

116,95

116,95

116,95

116,95

116,95

116,95

116,95

116,95

116,95

116,95

116,94

116,94

116,94

116,94

116,94

116,94

116,94

116,94

116,94

116,94

116,94

116,94

116,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

117,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

118,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

119,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

120,94

121,94

121,94

121,94

121,94

121,94

121,94

121,94

121,94

121,94

121,94

121,94

121,94

121,94

121,94

121,94

121,94

121,94

121,94

121,94

121,94

121,94

121,94

121,94

121,94

121,94

121,94

121,94

121,94

